,ProductName,ProductGroupName,DB,Server
221,TUNNOCK TEACAKE,CONFECTIONARY,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
222,HH Venti Chai Tea,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
223,£2.50 meal deal ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
224,HH Grande Tea,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
225,£2.00 app deal ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
226,P Salted Caramel ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
227,HASH BROWN,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
228,HOT DESSERT,DESSERT,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
229,CHICKEN PASTY,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
230,T ICED DRINK,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
231,Pop Chips ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
232,KITKAT ,CONFECTIONARY,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
233,CHEESE ON TOAST,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
234,NAKED BAR,CONFECTIONARY,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
235,HOT DRINKS,HOT DRINKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
236,G ICED AMERICANO,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
237,6 PIZZA ,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
238,SUB 1 TOP,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
239,JACKET FILLING,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
240,BREAD- SOUP,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
241,V CAPPUCCINO,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
242,BOWL 1,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
243,Massimo Tea,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
244,Real Wrap F,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
245,MAIN MEAT,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
246,M Strawberry ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
247,MED SALAD BOX,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
248,Radnor Splash,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
249,SOFTMINTS,CONFECTIONARY,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
250,G ICED MOCHA,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
251,T ICED AMERICANO,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
252,RUBICON SPRING,COLD DRINKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
253,COSTA 1.25 SNACK,COSTA,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
254,FLOWERPOT MUFFIN,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
255,OHSO Rocky Road ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
256,10  PIZZA,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
257,COSTA P AMER,COSTA,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
258,2.15 SANDWICH,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
259,lipton iced tea ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
260,TALL TEA,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
261,GRANDE AMERICANO,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
262,JACKET POTATO,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
263,G ICE LATTE,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
264,Card Check ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
265,T ICED TEA,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
266,P G/C Latte ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
267,Porridge Pot ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
268,COKE / CHERRY  CANS,COLD DRINKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
269,MUSHROOMS,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
270,Tall Chai Tea,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
271,COSTA M HOTCHOC,COSTA,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
272,P RED BER COOL,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
273,BUTTERED COB,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
274,HARIBO BAG,CONFECTIONARY,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
275,G HOT CHOC,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
276,4 Fish Finger Cob,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
277,Primo Latte,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
278,TOAST,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
279,SAUSAGE ROLL,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
280,Mini Cheddars ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
281,P MELON COOL,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
282,Massimo Latte,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
283,T FILTER COFFEE,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
284,TUNNOCKS,CONFECTIONARY,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
285,TWIN PK COOKIE,CONFECTIONARY,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
286,Costa Med Xmas Hot Choc,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
287,Fair Choc,CONFECTIONARY,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
288,PHAT SAUS ROLL,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
289,FISHCAKE,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
290,T FRAPPACINO,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
291,Massimo Cappucino,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
292,CONE CHIPS,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
293,COSTA M MOCHA,COSTA,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
294,Gingerbread Latte SM,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
295,FRUIT PASTILLES,CONFECTIONARY,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
296,HH Venti Latte,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
297,Chips & Pizza Slice,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
298,Gingerbread Cat,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
299,BAGUETTE,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
300,G FILTER COFFEE,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
301,COSTA 2.50 BARS,COSTA,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
302,PHAT SAV SLICE,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
303,COSTA 1.45 SNACK,COSTA,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
304,TUNA POT,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
305,WAFFLE,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
306,EGG COB,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
307,TUC Sandwich,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
308,M Coffee Frostino ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
309,P Belguim Choc ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
310,CADBURY SNACK,CONFECTIONARY,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
311,GIANT COOKIE,DESSERT,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
312,£3.30 Hot Meal,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
313,JELLY,DESSERT,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
314,Sauce Sachet ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
315,CHIP CHEESE,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
316,M Thick Toast,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
317,SPARKLING WATER,COLD DRINKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
318,WALKERS CRISPS,CONFECTIONARY,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
319,SINGLE ESPRESSO,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
320,Tall Iced Chai Tea,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
321,GLUTEN FREE SNACK,CONFECTIONARY,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
322,HULA HOOPS,CONFECTIONARY,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
323,Milk,COLD DRINKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
324,1.55 SANDWICH,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
325,COSTA M LAT CAP,COSTA,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
326,SM SALAD BOX,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
327,P Coffee Frostino ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
328,Student Discount,EVENTS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
329,Express Breakfast ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
330,Notebook,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
331,Tuna Salad Pot,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
332,1.90 SANDWICH,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
333,CHICKEN BURGER,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
334,HH Grande Capp,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
335,BACON COB,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
336,HH Venti Hot Choc,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
337,T ICED MOCHA,STARBUCKS ,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
338,B/F Hot Choc SM,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
339,M RED BER COOL,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
340,OHSO Cake Slice ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
341,STARBURST,CONFECTIONARY,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
342,G Caramel Macchiato ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
343,HASH BROWN COB,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
344,MID SAND,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
345,V Caramel Macchiato,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
346,CURRY GRAVY,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
347, BEANS   PEAS,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
348,MEAL DEAL,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
349,SPECIAL DAY,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
350,Xmas Hot Choc LRG,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
351,CHEESE PASTY,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
352,Hot Water Cup,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
353,G/FREE CAKE,DESSERT,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
354,T Caramel Macchiato,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
355,CHIPPY PIE,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
356,CHIP / CHEESE / GRAVY / CURRY ,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
357,Tissue Pack,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
358,G ICE MOCHA,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
359,Pretzel ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
360,CHEESE POT,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
361,M G/C Frostino ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
362,COSTA M ICE LAT,COSTA ,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
363,BOWL 1 - CHEESE,MAIN COURSE,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
364,OHSO Cornflake Bar,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
365,Wa Felek Wafer,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
366,BAC/SAUS COB,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
367,CAN POP,COLD DRINKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
368,DOUBLE ESPRESSO,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
369,M G/C Iced Latte ,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
370,BACON,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
371,KITKAT CHUNKY,CONFECTIONARY,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
372,T ICE C MACH,STARBUCKS,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
373,Small Cheesecake Pot,BREAKFAST,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
374,SWEET GRAB BAG,CONFECTIONARY,MN00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
375,NEW MILK,Bread,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
376,Chefs Salad,Bread,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
377,Battered Fish,Concept,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
378,Rice/Pasta,Bread,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
379,Open Button,Hot Food,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
380,Soup &  Sand,Bread,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
381,Pukka Pie and Chips,Hot Food,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
382,1.05 Confectionary,Confectionary,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
383,Jacket potato,Hot Snack,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
384,small yog,Bread,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
385,Yoghurt Pot,cold food,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
386,Milk 1 Pint,Cold beverages,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
387,Bread for Soup Station,Bread,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
388,Bacon and Sausage Bap,Breakfast,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
389,Coke Bottle 1.40,Boxed Salads,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
390,Latte (m),Boxed Salads,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
391,walkers crisps reg,Snacks,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
392,Garlic/Pitta Bread,Side,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
393,Veg spring roll / egg fried rice / curry sauce ,Hot Food,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
394,Hash Brown,Breakfast,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
395,Cup Refund,Bread,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
396,Main Meal1,Boxed Salads,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
397,Americano (S),Boxed Salads,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
398,Premium Pork Sausage,Boxed Salads,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
399,Sauce Sachet,Sauce,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
400,90p Confectionary,Confectionary,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
401,Cold Dessert,Main Page,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
402,Belvita Bar,Confectionary,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
403,2.20 Sandwich,cold food,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
404,pollock fillet,Boxed Salads,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
405,Cold Sandwich (H),Boxed Salads,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
406,mini Biscults Hud,Confectionary,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
407,Porridge Toppings - Mixed Seeds,Breakfast,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
408,Cornish Pastie,Bread,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
409,Bacon and Sausage Baguette,Breakfast,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
410,Scrambled Egg,Boxed Salads,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
411,Harrogate bottled water,Boxed Salads,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
412,Ice Cream,Bread,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
413,Porridge Toppings - Honey,Breakfast,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
414,Cheese & Onion Pastie,Hot Food,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
415,Beans,Side,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
416,Grilled Black Pudding,Boxed Salads,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
417,Beef Madras Main,Hot Food,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
418,Sandwich £1.00,Bread,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
419,Veg Curry 2.50,Hot Food,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
420,Toast,Breakfast,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
421,Hot Chocolate,Hot beverage,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
422,Porridge Toppings - Sultanas,Breakfast,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
423,Fried Egg Bap,Breakfast,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
424,Fish cakes,Hot Food,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
425,Protein Pot,Grab and Go,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
426, Muffin,Cakes & Pastries,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
427,Butter Portions,Breakfast,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
428,Croissant,Cakes & Pastries,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
429,Bottle water,Cold beverages,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
430,All Bran with Semi Skim Milk,Grab & Go,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
431,Bean Coffee,Bread,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
432,Cereal No Milk,Breakfast,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
433,Hot Chocolate (S),Boxed Salads,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
434,Premium Sausage Bap,Boxed Salads,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
435,C & ON pasty,Boxed Salads,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
436,Take Away Hire,Bread,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
437,0.50 Confectionary,Confectionary,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
438,Coke can 0.90,Boxed Salads,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
439,plain Rice,Side,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
440, Coffee Instant,Bread,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
441,chefs salad,Boxed Salads,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
442,sauce ptn,Breakfast,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
443,Plum Tomatoes tinned,Breakfast,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
444,Beef stew,Hot Food,IB00000002,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
